"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"71380","Russellville Rural Fire Department","101 Fischer DR",,"Russellville","KY","42276-9791","101 Fischer DR",,"","Russellville","KY","42276-9791","270-726-7236","270-726-7236","LOGAN                    ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","31","0","0","0","false"
"59325","Ryland Heights and Community Volunteer Fire Department Inc.","10041 Decursey Pike",,"Ryland Heights","KY","41015","10041 Decursey Pike",,"","Ryland Heights","KY","41015-9304","859-356-7970","859-356-7970","KENTON                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.rylandheightsfire.org/","1","0","23","0","0","5","true"
"54643","Saint Charles Volunteer Fire Department","115 Washington ST",,"St Charles","KY","42453",,,"PO Box 356","Saint Charles","KY","42453-0356","270-669-4321",,"HOPKINS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"30142","Saint Joseph Fire Department, Inc.","11011 St Joseph LN",,"Owensboro","KY","42301-8966",,,"PO Box 22236","Owensboro","KY","42304-2236","270-229-4189","270-229-4189","DAVIESS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","23","0","0","0","true"
"70373","Salem Community Volunteer Fire Department","111 Maple ST","PO Box 346","Salem","KY","42078",,,"PO Box 346","Salem","KY","42078-0346","270-988-2200","270-988-2201","LIVINGSTON               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"06020","Salt Lick Fire Department","164 Main ST","PO Box 292","Salt Lick","KY","40371-0292","164 Main ST",,"PO Box 292","Salt Lick","KY","40371-0292","606-683-2250",,"BATH                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"77391","Salyersville Fire Department","379 E Maple ST",,"Salyersville","KY","41465",,,"PO Box 640","Salyersville","KY","41465-0640","606-349-3256","606-349-1994","MAGOFFIN                 ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","4","28","4","0","0","true"
"55276","Sand Gap Volunteer Fire Department","US 421 N",,"McKee","KY","40481-0085",,,"PO Box 85","McKee","KY","40447-0085","606-965-3576",,"JACKSON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","0",
"21103","Sanders Fire Department","38 Main ST","PO Box 135","Sanders","KY","41083","38 Main ST","PO Box 135","","Sanders","KY","41083","502-347-0589","502-347-5516","CARROLL                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","10",
"67761","Sandlick Volunteer Fire Department","2968 Highway 931 N",,"Whitesburg","KY","41858-8311","2968 Highway 931 N",,"","Whitesburg","KY","41858-8311","606-633-5551",,"LETCHER                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","0","false"
"32151","Sandy Hook Fire-Rescue","PO Box 396","Highway 7 & 32 Ambulance DR","Sandy Hook","KY","41171",,,"PO Box 396","Sandy Hook","KY","41171-0396","606-738-6000","606-738-6667","ELLIOTT                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","8","false"
"00524","Science Hill Fire Department","210 E Langdon ST","PO Box 548","Science Hill","KY","42553",,,"PO Box 548","Science Hill","KY","42553-0548","606-423-3123","606-423-3401","PULASKI                  ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","45","0","0","0","false"
"A4542","Scott County Fire Rescue","2200 Cincinnati  RD",,"Georgetown","KY","40324","2200 Cincinnati  RD",,"","Georgetown","KY","40324","502-863-7853","502-863-7860","SCOTT                    ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://Geocities.com/ScottCountyFire","5","23","0","31","0","0",
"B6598","Sebree Fire Department","36 S Spring ST",,"Sebree","KY","42455",,,"PO Box 245","Sebree","KY","42455-0245","270-835-7501","270-835-9807","WEBSTER                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0","false"
"16869","Second District Fire Department","101 Caney Fork RD",,"Quality","KY","42256","101 Caney Fork RD",,"","Quality","KY","42256","270-526-2796","270-526-2796","BUTLER                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","27","0","0","0",
"42726","Sedalia Fire Department","5414 State Route 97","PO Box 308","Sedalia","KY","42079",,,"PO Box 308","Mayfield","KY","42066-0029","270-328-8935",,"GRAVES                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","4","true"
"28863","Shady Grove Volunteer Fire Department","35 Providence RD",,"Providence","KY","42450-5162","35 Providence RD",,"","Providence","KY","42450-5162","270-965-3500",,"CRITTENDEN               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","23","0","0","4","false"
"A9562","Sharon Grove Volunteer Fire Department","21 Mount Sharon RD",,"Sharon Grove","KY","42280","21 Mount Sharon RD",,"","Sharon Grove","KY","42280","555-555-5555",,"TODD                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0","false"
"06021","Sharpsburg Fire Department","565 Main ST",,"Sharpsburg","KY","40374-9113","565 Main ST",,"","Sharpsburg","KY","40374-9113","606-247-2141",,"BATH                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","16","0","0","0",
"A5547","Shelby County Fire Department","200 Alpine DR",,"Shelbyville","KY","40065-8880","200 Alpine DR",,"","Shelbyville","KY","40065-8880","502-633-6648","502-633-7033","SHELBY                   ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://shelbycofire.com/","5","1","60","0","1","0","false"
"A5548","Shelbyville Fire Department","1040 Main ST",,"Shelbyville","KY","40065-1315","1040 Main ST",,"","Shelbyville","KY","40065-1315","502-633-7101","502-633-0379","SHELBY                   ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://shelbyvillefirerescue.com/","3","25","34","0","0","0","false"
"15067","Shepherdsville Fire Department","634 Conestoga PKWY",,"Shepherdsville","KY","40165-6667","634 Conestoga PKWY",,"","Shepherdsville","KY","40165-6667","502-955-1647","502-543-6201","BULLITT                  ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://shepfire.com/","2","20","30","0","1","0","false"
"56297","Shively Fire Department","1800 Park RD",,"Shively","KY","40216","1800 Park RD",,"","Shively","KY","40216","502-448-4444","502-449-5042","JEFFERSON                ","Mostly career","Local (includes career, combination, and volunteer)",,"1","20","0","5","0","0",
"00615","Shopville-Stab Volunteer Fire Department","331 Stab RD",,"Somerset","KY","42501-5428","331 Stab RD",,"","Somerset","KY","42501-5428","606-274-4812","606-274-5045","PULASKI                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","28","0","0","20",
"19089","Silver Grove Volunteer Fire Department","101 E Four-Mile RD E","PO Box 422","Silver Grove","KY","41085",,,"PO Box 422","Silver Grove","KY","41085-0422","859-441-6251","859-441-0394","CAMPBELL                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","5",
"A5549","Simpsonville Rural Fire Protection District","121 Citizens BLVD","PO Box 376","Simpsonville","KY","40067",,,"PO Box 376","Simpsonville","KY","40067-0376","502-722-5617","502-722-2823","SHELBY                   ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.simpfire.org/","3","2","0","42","0","0","false"
"B6599","Slaughters Community Volunteer Fire Department","93 W Second ST","PO Box 125","Slaughters","KY","42456",,,"PO Box 125","Slaughters","KY","42456-0125","270-884-7084",,"WEBSTER                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"51251","Smith Mills Volunteer Fire Department","6181 Highway 136 W",,"Henderson","KY","42420",,,"PO Box 68","Smith Mills","KY","42457-0068","270-830-9190","270-830-9190","HENDERSON                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","5","false"
"70374","Smithland Fire & Rescue","308 Wilson AVE",,"Smithland","KY","42081",,,"PO Box 287","Smithland","KY","42081-0287","270-928-3559","270-928-3559","LIVINGSTON               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","19","0","0","0","false"
"B3582","Smiths Grove Rural Fire Department","120 S Main ST","PO Box 175","Smiths Grove","KY","42171","120 S Main ST",,"PO Box 175","Smiths Grove","KY","42171","270-563-2901",,"WARREN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","28","0","0","0",
"00525","Somerset Fire Department","121 S Central AVE",,"Somerset","KY","42501-2029","121 S Central AVE",,"","Somerset","KY","42501-2029","606-679-1163","606-679-4945","PULASKI                  ","Mostly career","Local (includes career, combination, and volunteer)",,"2","24","5","0","0","0","true"
"47217","Sonora Fire And Rescue Department","200 Main ST",,"Sonora","KY","42776-0116","200 Main ST",,"PO Box 116","Sonora","KY","42776-0116","270-369-7678",,"HARDIN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"56298","South Dixie Fire Protection District","13210 Dixie HWY",,"Louisville","KY","40272",,,"PO Box 72182","Louisville","KY","40272","502-935-0598","502-935-4237","JEFFERSON                ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"2","5","24","0","0","7",
"75432","South Eastern Fire District","8626 E State Highway 85","","Island","KY","42350","8626 E State Highway 85","","","Island","KY","42350","270-486-9903","270-273-3551","MCLEAN                   ","Volunteer","Local (includes career, combination, and volunteer)","","1","0","22","0","0","0",
"46669","South Hancock Volunteer Fire Department","12195 State Route 2181",,"Hawesville","KY","42348-6236","12195 State Route 2181",,"","Hawesville","KY","42348-6236","270-233-3473","270-233-3473","HANCOCK                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0","false"
"54710","South Hopkins Fire Department","8920 Hopkinsville RD",,"Nortonville","KY","42442",,,"PO Box 201","Mortons Gap","KY","42440-0201","270-258-5482","270-258-2021","HOPKINS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","3","true"
"79406","South Marshall Fire Department","8280 Aurora HWY",,"Benton","KY","42025-6282","8280 Aurora HWY",,"","Benton","KY","42025-6282","270-293-3650","270-474-3055","MARSHALL                 ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","34","0","0","0","true"
"74429","South McCreary Fire and Rescue","5787 S HWY 1651",,"Pine Knot","KY","42635",,,"PO Box 549","Pine Knot","KY","42635","606-354-2424","606-354-4386","MCCREARY                 ","Volunteer","Other",,"2","0","17","0","0","0",
"93485","South Oldham Fire Department","6310 Old LaGrange RD",,"Crestwood","KY","40014",,,"PO Box 245","Crestwood","KY","40014-0245","502-241-8992","502-241-5593","OLDHAM                   ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.southoldhamfire.com/","2","12","30","10","0","0","false"
"B0867","South Road Volunteer Fire Department","1165 Old Canton Pike",,"Cadiz","KY","42211-8509","1165 Old Canton Pike",,"","Cadiz","KY","42211-8509","270-625-0705",,"TRIGG                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","0","false"
"45206","South Shore Volunteer Fire Department","28 South Shore DR",,"South Shore","KY","41175",,,"PO Box 174","South Shore","KY","41175-0174","606-932-3222","606-932-2104","GREENUP                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","27","0","0","0","false"
"B7800","South Whitley Volunteer Fire Department","3480 HWY 1804",,"Williamsburg","KY","40769","3480 HWY 1804",,"","Williamsburg","KY","40769","606-786-3473",,"WHITLEY                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","12","0","0","12",
"15070","Southeast Bullitt Fire Department","1515 Clermont RD","PO Box 69","Shepherdsville","KY","40165",,,"PO Box 69","Shepherdsville","KY","40165-0069","502-543-6593","502-543-4970","BULLITT                  ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"4","13","30","0","1","10","false"
"23871","Southeast Casey County Volunteer Fire Department","14224 E KY 70","PO Box 4","Bethelridge","KY","42516-0004","14224 E KY 70",,"PO Box 4","Bethelridge","KY","42516-0004","000-000-0000",,"CASEY                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","10",
"36696","Southeast Floyd County Volunteer Fire Department","22816 Ky Rt 122",,"Melvin","KY","41650",,,"PO Box 20","Melvin","KY","41650-0020","606-452-2222","606-452-2221","FLOYD                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","19","0","0","0","true"
"19090","Southern Campbell Fire District","1050 Race Track RD",,"Alexandria","KY","41001","1050 Race Track RD",,"","Alexandria","KY","41001-7704","859-635-4444","859-635-4432","CAMPBELL                 ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.southerncampbellfd.com/","1","8","45","0","0","0","true"
"19091","Southgate Volunteer Fire Department","128 Electric AVE",,"Southgate","KY","41071","128 Electric AVE",,"","Southgate","KY","41071-3166","859-441-1422","859-781-5589","CAMPBELL                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","50","30","0","12","false"
"39179","Sparta Volunteer Fire Department","RR.1 E Boone Road, Hwy.465","PO Box 40","Sparta","KY","41086","RR.1 E Boone Road, Hwy.465","PO Box 40","","Sparta","KY","41086","859-643-4000","859-643-3500","GALLATIN                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","21","0","0","1",
"A7555","Spencer County Fire Protection District","108 Water ST",,"Taylorsville","KY","40071",,,"PO Box 491","Taylorsville","KY","40071-0491","502-477-3228","502-477-2014","SPENCER                  ","Mostly volunteer","Local (includes career, combination, and volunteer)","http://tscfd.org/","6","3","55","0","0","0","true"
"51255","Spottsville Volunteer Fire Department","8857 Old U.S. 60",,"Spottsville","KY","42458","8857 Old U.S. 60",,"","Spottsville","KY","42458","270-830-9000",,"HENDERSON                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","0",
"B4591","Springfield Fire Department","126 Armory HL",,"Springfield","KY","40069",,,"PO Box 209","Springfield","KY","40069-0209","859-336-9718","859-336-5404","WASHINGTON               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","4",
"56296","St Matthews Fire Protection District","240 Sears AVE",,"Louisville","KY","40207","240 Sears AVE",,"","Louisville","KY","40207-5016","502-893-7825","502-896-6555","JEFFERSON                ","Mostly career","Local (includes career, combination, and volunteer)",,"2","30","12","0","2","2","true"
"A4543","Stamping Ground City Fire Department","122 Springview DR",,"Stamping Ground","KY","40379","122 Springview DR",,"","Stamping Ground","KY","40379","502-535-7714",,"SCOTT                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","0","30","0","0","true"
"A4544","Stamping Ground Rural Fire Department","3345 Main ST","PO Box 235","Stamping Ground","KY","40379",,,"PO Box 235","Stamping Ground","KY","40379-0235","502-535-6700",,"SCOTT                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","0",
"69369","Stanford Fire Department","400 E Main ST",,"Stanford","KY","40484","400 E Main ST",,"","Stanford","KY","40484-1359","606-365-4501","606-365-4519","LINCOLN                  ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","1","0","20","0","0","false"
"30143","Stanley Fire Department","159 Ky 1554","PO Box 41","Stanley","KY","42375",,,"PO Box 41","Stanley","KY","42375-0041","270-764-1603",,"DAVIESS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","26","0","0","0",
"99520","Stanton Fire Department","120 Court ST",,"Stanton","KY","40380","120 Court ST",,"","Stanton","KY","40380","606-663-2211",,"POWELL                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","30","0","24","0",
"47225","Stephensburg Fire and Rescue","10601 Leitchfield RD",,"Cecilia","KY","42724-9675","10601 Leitchfield RD",,"","Cecilia","KY","42724-9675","270-862-5863","270-862-5863","HARDIN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","26","0","0","0","false"
"61814","Stinking Creek Volunteer Fire & Rescue","HWY 718",,"Walker","KY","40997-9701",,,"PO Box 498","Walker","KY","40997-0498","606-542-4373","606-542-4890","KNOX                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","0",
"66786","Stinnett Fire and Rescue","12909 HWY 421",,"Hoskinston","KY","40844",,,"PO Box 241","Hoskinston","KY","40844","606-374-3111","606-374-3111","LESLIE                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","33","0","0","0",
"02938","Stony Point Volunteer Fire Department","47 Stony Point RD",,"Franklin","KY","42134-8124","771 Lee Keen RD",,"","Franklin","KY","42134-8802","270-622-5356","270-237-9155","ALLEN                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","16","0","0","20",
"B2575","Sturgis Fire Department","110 W 6TH ST",,"Sturgis","KY","42459",,,"PO Box 331","Sturgis","KY","42459-0331","270-333-4348","270-333-2724","UNION                    ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","3","25","0","0","0","true"
"B2576","Sullivan Community Fire Department","19327 State RT 141","PO Box 83","Sullivan","KY","42460-0083","19327 State RT 141",,"PO Box 83","Sullivan","KY","42460-0083","270-333-2248",,"UNION                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","6",
"85675","Summer Shade Volunteer Fire Department","50 Firehouse LN","PO Box 142","Summer Shade","KY","42166",,,"PO Box 142","Summer Shade","KY","42166-0142","270-428-3322","270-428-3322","METCALFE                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","24","0","0","0","true"
"44806","Summersville Fire Department","6280 Hodgenville RD",,"Summersville","KY","42782",,,"PO Box 35","Summersville","KY","42782-0035","270-932-3411",,"GREEN                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","5","true"
"10044","Summit-Ironville Volunteer Fire Department","252 State RT 716",,"Ashland","KY","41102","252 State RT 716",,"","Ashland","KY","41102","606-928-5353","606-928-1622","BOYD                     ","Volunteer","Other","https://users.inet99.net/kyff/sifd95.htm","1","0","48","0","0","0",
"63875","Swiss Colony Fire Department","4100 Somerset RD",,"London","KY","40741-7607","4100 Somerset RD",,"","London","KY","40741-7607","606-877-1029","606-878-2599","LAUREL                   ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","21","0","0","0","false"
"98513","Sycamore React Volunteer Fire Department","10381 Elkhorn CRK",,"Ashcamp","KY","41512-0277",,,"PO Box 277","Ashcamp","KY","41512-0277","606-754-4698",,"PIKE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0",
"42192","Symsonia Fire Department","467 State Route 348 E",,"Symsonia","KY","42082",,,"PO Box 111","Symsonia","KY","42082-0111","270-851-3800",,"GRAVES                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","21","0","0","5","true"
"00528","Tateville Volunteer Fire Department","181 Sycamore ST","PO Box 126","Tateville","KY","42558-0126",,,"PO Box 126","Tateville","KY","42558-0126","606-561-6631","606-561-7121","PULASKI                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","17","0","0","0",
"A8558","Taylor County Fire Department","100 Terri ST",,"Campbellsville","KY","42718-2248","100 Terri ST",,"","Campbellsville","KY","42718-2248","270-465-4131","270-465-6811","TAYLOR                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","0","40","0","0",
"59327","Taylor Mill Fire & EMS Department","5231 Taylor Mill RD",,"Taylor Mill","KY","41015-2127","5231 Taylor Mill RD",,"","Taylor Mill","KY","41015-2127","859-581-6565","859-581-6568","KENTON                   ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.taylormillky.gov/","2","8","5","16","0","2","false"
"A7556","Taylorsville Fire Department","301 Main Cross ST","PO Box 491","Taylorsville","KY","40071",,,"PO Box 491","Taylorsville","KY","40071-0491","502-477-3228",,"SPENCER                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","38","0","0","0",
"05649","Temple Hill Volunteer Fire and Rescue","8537 Tompkinsville RD",,"Glasgow","KY","42141","8537 Tompkinsville RD",,"","Glasgow","KY","42141-7809","270-427-2220","270-427-2220","BARREN                   ","Mostly career","Local (includes career, combination, and volunteer)",,"2","17","7","0","0","0","false"
"58630","Theakla Volunteer Fire Department","1667 Kentucky RT 581","PO Box 10","Paintsville","KY","41240","1667 Kentucky RT 581",,"PO Box 10","Paintsville","KY","41240","606-788-1078",,"JOHNSON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","6",
"58310","Thelma Volunteer Fire Department","6411 Main ST Highway N",,"Thelma","KY","41260",,,"PO Box 311","Thelma","KY","41260-0311","606-789-2207",,"JOHNSON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","3",
"66883","Thousandsticks Volunteer Fire & Rescue Department","1615 Bull Creek RD",,"Thousandsticks","KY","41766","1615 Bull Creek RD",,"PO Box 63","Thousandsticks","KY","41766","606-672-4911",,"LESLIE                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","12",
"B7606","Three Point Volunteer Fire Department","569 N HWY 25 W","PO Box 122","Williamsburg","KY","40769","569 N HWY 25 W",,"PO Box 122","Williamsburg","KY","40769","606-549-1999","606-549-1999","WHITLEY                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","24","0","0","10",
"36832","Toler Creek Volunteer Fire Department","1803 Toler Creek RD",,"Harold","KY","41635-9058","1803 Toler Creek RD",,"","Harold","KY","41635-9058","606-478-4444",,"FLOYD                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","10","0","0","6",
"68364","Tollesboro Highland Volunteer Fire Department","RT 1 Tollesboro",,"Tollesboro","KY","41189",,,"PO Box 82","Tollesboro","KY","41189-0082","606-798-5121",,"LEWIS                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"28858","Tolu Community Volunteer Fire Department","6367 SR 135","PO Box 44","Tolu","KY","42084",,,"PO Box 44","Tolu","KY","42084-0044","270-965-2939",,"CRITTENDEN               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0","true"
"86454","Tompkinsville Fire Department","206 N Magnolia ST",,"Tompkinsville","KY","42167","206 N Magnolia ST",,"","Tompkinsville","KY","42167-1698","270-487-6221","270-487-9115","MONROE                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0","true"
"A9561","Trenton Volunteer Fire Department","111 S MAIN ST",,"Trenton","KY","42286-0072","111 S MAIN ST",,"PO Box 72","Trenton","KY","42286-0072","270-466-3332","270-466-3332","TODD                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0",
"65860","Tri-Community Volunteer Fire Department","57 Zoe Church LOOP",,"Zoe","KY","41397",,,"PO Box 74","Zoe","KY","41397-0074","606-464-5030","606-464-5035","LEE                      ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","24","0","0","10","true"
"B0567","Trigg-Lyon Volunteer Fire Department","8811 Rockcastle RD","PO Box 1280","Caviz","KY","42211-1280",,,"PO Box 1280","Caviz","KY","42211-1280","270-522-6469",,"TRIGG                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","17","0","0","20",
"97892","Troublesome Creek Volunteer Fire Department","109 Willie Fay DR","PO Box 431","Ary","KY","41712-0431","109 Willie Fay DR",,"PO Box 431","Ary","KY","41712-0431","606-378-4357",,"PERRY                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0",
,"U. S. Enrichment Corp. (Paducah) Fire Department","5600 Hobbs RD","PO Box 1410","Paducah","KY","42002","5600 Hobbs RD",,"PO Box 1410","Paducah","KY","42002","270-441-6031","270-441-5639","MCCRACKEN                ","Mostly career","Private or industrial fire  brigade",,"1","28","0","27","1","0",
"08032","Union Fire Protection District","9611 US Highway 42",,"Union","KY","41091-8810","9611 US Highway 42",,"","Union","KY","41091-8810","859-384-3342","859-384-5280","BOONE                    ","Mostly career","Local (includes career, combination, and volunteer)","https://www.unionky911.org/","2","27","15","0","0","2","false"
"B2578","Uniontown City Fire Department","Third and Main ST",,"Uniontown","KY","42461",,,"PO Box 548","Uniontown","KY","42461","270-822-4222",,"UNION                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","0","15","0","0",
"98663","Upper Pond Creek Fire Department","3663 Upper Pond Creek RD",,"Pinsonfork","KY","41555",,,"PO Box 161","Pinsonfork","KY","41555","606-353-9775","606-353-9775","PIKE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","3",
"47218","Upton Fire Department","211 S Walnut ST",,"Upton","KY","42784-9326","211 S Walnut ST",,"","Upton","KY","42784-9326","270-369-8888",,"HARDIN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0",
"47226","Valley Creek Area Volunteer Fire Department","2569 Valley Creek RD",,"Elizabethtown","KY","42701",,,"PO Box 27","Elizabethtown","KY","42702","270-737-6262",,"HARDIN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","28","0","0","0",
"68365","Vanceburg Volunteer Fire Department","401 Front ST",,"Vanceburg","KY","41179-0145","401 Front ST",,"","Vanceburg","KY","41179-0145","606-796-2321","606-796-6792","LEWIS                    ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","18","18","0","0","false"
"13798","Vancleve Volunteer Fire Department, Inc.","5439 Highway 15 N",,"Jackson","KY","41339",,,"PO Box 66","Vancleve","KY","41385-0066","606-666-4636",,"BREATHITT                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","21","0","0","0","false"
"B9612","Versailles Fire Department","131 S Locust ST",,"Versailles","KY","40383-1401","131 S Locust ST",,"","Versailles","KY","40383-1401","859-873-5829","859-879-8409","WOODFORD                 ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"3","11","0","20","0","4","false"
"95956","Vincent Volunteer Fire Department","Marcum Ridge RD",,"Vincent","KY","41386",,,"PO Box 19","Vincent","KY","41386","606-593-7006",,"OWSLEY                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","5","0",
"47219","Vine Grove Fire Department","513  Highland AVE","","Vine Grove","KY","40175","513  Highland AVE","","","Vine Grove","KY","40175","270-877-5202","270-877-5192","HARDIN                   ","Volunteer","Local (includes career, combination, and volunteer)","","1","0","30","0","0","0",
"42747","Viola Volunteer Fire Department","5006 State Route 1241 HWY N","PO Box56","Hickory","KY","42051","5006 State Route 1241 HWY N","PO Box56","","Hickory","KY","42051","270-856-3738",,"GRAVES                   ","Volunteer","Local (includes career, combination, and volunteer)","","1","0","19","0","0","7",
"97738","Viper Fire and Rescue","163 Right Fork Maces Creek RD",,"Viper","KY","41774-9001","163 Right Fork Maces Creek RD",,"","Viper","KY","41774-9001","606-439-3477",,"PERRY                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","23","0","0","6","true"
"58631","W. R. Castle Volunteer Fire & Rescue, Inc.","3932 U.S. 23 N","PO Box 61","Wittensville","KY","41274","3932 U.S. 23 N",,"PO Box 61","Wittensville","KY","41274","606-297-5151","606-297-6096","JOHNSON                  ","Volunteer","Local (includes career, combination, and volunteer)","https://www.angelfire.com/ky2wrcastlefire/","1","0","35","0","0","0",
"76386","Waco Volunteer Fire Department","3852 Irvine RD",,"Waco","KY","40385",,,"PO Box 190","Waco","KY","40385-0190","859-369-7371",,"MADISON                  ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","3","35","0","0","0","false"
"A5550","Waddy Fire Protection","135 Chester Dare RD",,"Waddy","KY","40076",,,"PO Box 50","Waddy","KY","40076-0050","502-829-9406",,"SHELBY                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","19","0","0","2","true"
"08034","Walton Fire Protection District","12600 Towne Center DR",,"Walton","KY","41094",,,"PO Box 7","Walton","KY","41094-0007","859-485-7439","859-485-4161","BOONE                    ","Mostly career","Local (includes career, combination, and volunteer)","https://www.waltonfireky.com/","2","39","7","0","0","0","false"
